duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,label
2.15,icmp,ftp,SF,1052,2643,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,459,340,0.17,0.15,0.05,0.04,0.96,0.29,0.13,132,232,0.95,0.31,0.08,0.12,0.01,0.0,0.07,0.18,normal,0
0.1,tcp,private,S0,47,76,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,44,67,0.44,0.38,0.17,0.06,0.43,0.22,0.04,3,222,0.73,0.01,0.19,0.15,0.69,0.14,0.08,0.2,neptune,1
0.68,tcp,telnet,SF,981,85,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,505,138,0.28,0.44,0.11,0.33,0.79,0.19,0.1,135,39,0.44,0.06,0.07,0.07,0.03,0.49,0.05,0.1,neptune,1
0.11,udp,smtp,S0,389,29,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,201,371,0.02,0.09,0.01,0.09,0.35,0.18,0.01,157,203,0.09,0.03,0.05,0.01,0.16,0.05,0.1,0.01,portsweep,2
0.29,tcp,pop3,SF,1565,52,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,365,124,0.03,0.12,0.12,0.01,0.55,0.2,0.02,219,190,0.93,0.28,0.24,0.08,0.09,0.19,0.02,0.18,imap_att,3
0.76,tcp,finger,S1,238,149,0,0,0,1,0,1,4,0,0,0,2,0,3,0,0,0,35,486,0.95,0.92,0.06,0.02,0.35,0.02,0.04,82,141,0.87,0.04,0.13,0.01,0.11,0.28,0.04,0.18,neptune,1
0.36,udp,finger,SF,224,130,0,0,0,2,0,1,6,0,0,0,2,0,4,0,0,0,247,198,0.47,0.66,0.02,0.25,0.6,0.06,0.06,50,80,0.6,0.19,0.05,0.09,0.09,0.87,0.0,0.23,pod,1
0.18,udp,finger,S0,4,104,0,0,0,3,0,1,2,0,0,0,0,0,1,0,0,0,417,284,0.6,0.37,0.1,0.05,0.48,0.15,0.08,176,11,0.55,0.12,0.29,0.01,0.07,0.89,0.05,0.34,smurf,1
0.05,udp,auth,SF,147,17,0,3,0,2,0,0,7,0,0,0,1,0,4,0,0,0,82,223,0.03,0.02,0.08,0.09,0.22,0.04,0.12,49,165,0.7,0.2,0.08,0.01,0.08,0.01,0.01,0.04,satan,2
0.04,icmp,pop3,SF,1709,75,0,0,0,2,0,0,9,0,0,0,1,0,1,0,0,0,445,79,0.79,0.37,0.15,0.07,0.2,0.04,0.12,106,49,0.59,0.11,0.01,0.07,0.72,0.05,0.01,0.11,pod,1
0.05,tcp,private,SF,632,54,0,0,0,4,0,0,4,0,0,0,2,0,2,0,0,0,413,326,0.01,0.0,0.03,0.08,0.1,0.19,0.08,146,146,0.2,0.08,0.1,0.01,0.32,0.11,0.1,0.16,portsweep,2
0.04,tcp,imap,SF,0,37,0,0,0,4,0,1,3,0,0,0,2,0,0,0,0,0,366,187,0.44,0.16,0.06,0.03,0.47,0.02,0.05,60,188,0.04,0.15,0.09,0.11,0.27,0.58,0.13,0.32,smurf,1
0.26,udp,private,SF,317,1046,0,0,0,13,0,1,0,0,0,0,2,0,4,0,0,0,452,407,0.02,0.12,0.18,0.06,0.95,0.0,0.25,204,35,0.9,0.04,0.21,0.02,0.17,0.02,0.27,0.0,normal,0
0.55,tcp,ftp,SF,107,33,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,488,199,0.81,0.88,0.19,0.02,0.15,0.02,0.01,218,7,0.93,0.11,0.08,0.14,0.91,0.39,0.05,0.16,neptune,1
0.11,udp,private,SF,492,123,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,41,55,0.96,0.04,0.07,0.01,0.56,0.17,0.03,32,219,0.85,0.1,0.5,0.07,0.5,0.55,0.2,0.0,neptune,1
0.06,tcp,imap,SF,93,132,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,245,489,0.11,0.88,0.12,0.18,0.11,0.32,0.24,35,206,0.88,0.09,0.06,0.03,0.74,0.59,0.01,0.12,smurf,1
0.75,udp,imap,REJ,50,140,0,0,0,4,0,1,8,0,0,0,0,0,1,0,0,0,111,386,0.44,0.68,0.08,0.01,0.16,0.08,0.08,176,106,0.26,0.02,0.01,0.07,0.8,0.08,0.05,0.18,smurf,1
1.23,tcp,ftp,SF,11622,21,0,0,0,11,0,1,2,0,0,0,1,0,3,0,0,0,219,435,0.0,0.13,0.11,0.27,0.93,0.16,0.36,200,76,0.89,0.29,0.18,0.02,0.01,0.03,0.18,0.21,normal,0
1.1,tcp,ssh,SF,412,164,0,0,0,2,0,0,8,0,0,0,0,0,4,0,0,0,352,60,0.04,0.08,0.09,0.01,0.84,0.0,0.11,210,237,0.71,0.11,0.0,0.21,0.0,0.05,0.08,0.06,ipsweep,2
2.25,tcp,private,SF,3656,3988,0,0,0,4,0,1,2,0,0,0,2,0,2,0,0,0,149,468,0.33,0.22,0.08,0.02,0.82,0.01,0.37,95,64,0.98,0.03,0.22,0.16,0.06,0.11,0.03,0.06,normal,0
2.13,udp,http,SF,5342,2879,0,0,0,15,0,1,0,0,0,0,2,0,1,0,0,0,328,97,0.02,0.04,0.35,0.04,0.81,0.14,0.03,26,58,0.87,0.01,0.04,0.03,0.08,0.24,0.08,0.12,normal,0
0.99,udp,domain_u,RSTO,594,90,0,0,0,3,0,0,2,0,0,0,1,0,2,0,0,0,357,146,0.19,0.06,0.03,0.04,0.11,0.2,0.15,234,158,0.88,0.03,0.07,0.04,0.12,0.09,0.16,0.16,guess_passwd,3
0.07,tcp,smtp,SF,223,348,0,0,0,4,0,0,0,0,0,0,2,0,4,0,0,0,430,470,0.7,0.14,0.07,0.01,0.75,0.18,0.23,126,166,0.12,0.02,0.06,0.13,0.17,0.11,0.03,0.14,smurf,1
0.13,udp,finger,SF,2647,958,0,0,0,9,0,1,0,0,0,0,2,0,2,0,0,0,291,169,0.08,0.25,0.05,0.16,0.89,0.05,0.18,36,84,0.96,0.1,0.08,0.0,0.15,0.18,0.01,0.02,normal,0
0.18,tcp,smtp,S0,14552,8217,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,99,71,0.08,0.53,0.05,0.05,0.92,0.15,0.05,168,173,0.66,0.02,0.02,0.02,0.07,0.13,0.07,0.14,normal,0
0.26,tcp,ftp,REJ,8530,1089,0,0,0,11,2,1,0,0,0,0,2,0,2,0,0,0,439,151,0.06,0.08,0.01,0.2,0.96,0.01,0.08,199,220,0.98,0.01,0.06,0.11,0.15,0.18,0.01,0.05,normal,0
0.2,tcp,telnet,SF,155,693,0,0,0,2,0,0,3,0,0,0,0,0,4,0,0,0,85,499,0.08,0.4,0.32,0.15,1.0,0.07,0.03,246,162,0.95,0.07,0.04,0.08,0.77,0.86,0.15,0.04,smurf,1
0.01,tcp,telnet,RSTO,151,197,0,0,0,1,0,0,3,0,0,0,2,0,2,0,0,0,44,84,0.0,0.11,0.02,0.02,0.44,0.44,0.14,214,35,0.75,0.22,0.1,0.03,0.11,0.25,0.07,0.09,ipsweep,2
0.08,tcp,http,SF,915,45,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,412,66,0.88,0.44,0.03,0.33,0.83,0.0,0.07,112,191,0.2,0.02,0.22,0.09,0.61,0.22,0.02,0.11,neptune,1
2.6,tcp,telnet,SF,530,2437,0,0,0,14,0,1,1,0,0,0,1,0,0,0,0,0,198,125,0.02,0.05,0.39,0.32,0.92,0.21,0.15,177,117,0.83,0.18,0.05,0.23,0.16,0.13,0.03,0.13,normal,0
0.15,tcp,finger,RSTR,289,82,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,443,501,0.28,0.1,0.04,0.04,0.94,0.03,0.07,210,225,0.25,0.4,0.13,0.04,0.93,0.35,0.04,0.0,pod,1
1.57,udp,ssh,SF,494,15058,0,0,0,10,2,1,1,0,0,0,1,0,2,0,0,0,325,277,0.0,0.29,0.33,0.33,0.9,0.3,0.03,155,26,0.84,0.02,0.07,0.03,0.15,0.13,0.1,0.09,normal,0
2.05,tcp,smtp,SF,3319,4096,0,0,0,19,1,1,2,0,0,0,2,0,2,0,0,0,417,396,0.06,0.18,0.17,0.09,0.94,0.05,0.08,5,54,0.97,0.02,0.14,0.04,0.09,0.01,0.16,0.08,normal,0
0.07,udp,telnet,SF,418,434,0,0,0,4,0,0,4,0,0,0,1,0,3,0,0,0,445,27,0.63,0.27,0.01,0.09,0.29,0.07,0.27,196,185,0.03,0.04,0.02,0.07,0.64,0.63,0.09,0.14,neptune,1
3.26,tcp,dns,S0,17776,2906,0,0,0,19,0,1,2,0,0,0,1,0,4,0,0,0,221,337,0.22,0.02,0.17,0.06,0.99,0.05,0.14,36,159,0.93,0.08,0.06,0.01,0.0,0.09,0.0,0.06,normal,0
0.97,tcp,imap,S2,140,668,0,3,0,16,0,1,1,0,0,0,0,0,0,0,0,0,189,207,0.11,0.24,0.05,0.09,0.77,0.07,0.01,252,63,0.75,0.06,0.1,0.06,0.04,0.21,0.01,0.29,normal,0
0.24,tcp,telnet,SF,2398,177,0,2,0,0,0,1,4,0,0,0,2,0,0,0,0,0,13,350,0.39,0.85,0.03,0.28,0.66,0.02,0.19,227,111,0.88,0.04,0.1,0.14,0.59,0.02,0.08,0.23,neptune,1
1.08,tcp,http,SF,9454,1420,0,0,0,19,0,1,0,0,0,0,2,0,4,0,0,0,1,341,0.1,0.09,0.05,0.05,0.94,0.03,0.27,37,75,0.84,0.2,0.05,0.0,0.04,0.05,0.19,0.14,normal,0
0.01,udp,domain_u,SF,432,2,0,0,0,4,0,0,6,0,0,0,0,0,4,0,0,0,413,73,0.26,0.38,0.23,0.01,0.33,0.12,0.09,217,250,0.52,0.27,0.13,0.01,0.5,0.96,0.1,0.29,neptune,1
1.32,udp,http,S0,4853,484,0,0,0,17,0,1,1,0,0,0,2,0,3,0,0,0,79,33,0.2,0.09,0.04,0.09,0.94,0.11,0.11,22,124,1.0,0.28,0.04,0.01,0.11,0.1,0.02,0.0,normal,0
0.17,icmp,auth,SF,917,70,0,0,0,2,0,1,4,0,0,0,2,0,3,0,0,0,10,393,0.22,0.67,0.25,0.0,0.83,0.27,0.01,67,59,0.88,0.15,0.15,0.06,0.52,0.19,0.28,0.13,neptune,1
1.11,tcp,ftp,S0,15927,827,0,0,0,0,0,1,2,0,0,0,1,0,4,0,0,0,15,308,0.12,0.03,0.41,0.18,0.66,0.19,0.2,96,177,0.98,0.05,0.11,0.13,0.08,0.02,0.09,0.05,normal,0
4.17,udp,smtp,SF,1193,7069,0,0,0,14,0,1,0,0,0,0,2,0,0,0,0,0,52,258,0.03,0.06,0.17,0.05,0.9,0.04,0.12,239,76,0.8,0.14,0.04,0.15,0.07,0.0,0.21,0.0,normal,0
1.14,tcp,http,S0,3884,9608,0,0,0,6,4,1,1,0,0,0,1,0,0,0,0,0,444,161,0.24,0.17,0.18,0.02,0.94,0.18,0.07,41,224,0.95,0.3,0.01,0.06,0.11,0.11,0.18,0.15,normal,0
0.16,tcp,auth,SF,10275,7883,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,100,220,0.08,0.02,0.22,0.05,0.89,0.03,0.28,210,176,0.88,0.0,0.15,0.09,0.08,0.15,0.01,0.26,normal,0
1.91,udp,imap,S0,4948,8730,0,0,0,5,0,1,1,0,0,0,1,0,4,0,0,0,428,66,0.09,0.23,0.03,0.29,0.86,0.03,0.31,78,99,0.99,0.1,0.0,0.11,0.07,0.02,0.15,0.08,normal,0
0.36,icmp,ftp,SF,72,78,0,0,0,4,0,0,5,0,0,0,0,0,2,0,0,0,130,68,0.14,0.98,0.16,0.01,0.67,0.16,0.05,101,227,0.0,0.08,0.38,0.02,0.6,0.02,0.02,0.02,neptune,1
1.13,tcp,telnet,OTH,2659,2483,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,446,295,0.04,0.23,0.19,0.03,0.98,0.27,0.07,48,63,0.99,0.15,0.22,0.06,0.03,0.05,0.22,0.01,normal,0
0.31,tcp,imap,REJ,168,19,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,203,352,0.1,0.04,0.08,0.26,0.58,0.28,0.22,86,5,0.41,0.1,0.15,0.06,0.02,0.18,0.04,0.12,ftp_write,3
0.25,tcp,telnet,SF,49,44,0,0,0,3,0,1,2,0,0,0,2,0,1,0,0,1,362,111,0.34,0.79,0.0,0.03,0.3,0.1,0.13,63,241,0.33,0.09,0.02,0.06,0.38,0.13,0.06,0.04,teardrop,1
0.2,tcp,auth,SF,445,114,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,0,418,228,0.47,0.74,0.01,0.05,0.41,0.28,0.13,90,218,0.54,0.01,0.04,0.13,0.76,0.53,0.15,0.07,neptune,1
4.79,icmp,telnet,SF,821,1314,0,0,0,19,0,1,2,0,0,0,0,0,0,0,0,0,179,313,0.01,0.01,0.12,0.04,0.95,0.07,0.15,68,220,0.87,0.28,0.03,0.2,0.06,0.12,0.03,0.15,normal,0
1.62,tcp,imap,RSTO,3069,2527,0,0,0,10,0,1,2,0,0,0,1,0,2,0,0,0,321,142,0.1,0.4,0.01,0.25,0.87,0.09,0.0,5,212,0.86,0.2,0.01,0.14,0.06,0.24,0.01,0.0,normal,0
0.36,tcp,auth,SF,338,6,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,250,481,0.19,0.16,0.16,0.02,0.12,0.1,0.16,94,224,0.28,0.12,0.06,0.45,0.17,0.19,0.04,0.16,nmap,2
0.23,udp,private,S3,1859,222,0,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,297,126,0.6,0.43,0.01,0.03,0.51,0.21,0.09,8,110,0.92,0.08,0.15,0.02,0.36,0.43,0.08,0.06,neptune,1
0.04,icmp,smtp,SF,294,241,0,0,0,2,0,0,8,0,0,0,0,0,3,0,0,0,13,480,0.08,0.08,0.1,0.18,0.46,0.0,0.1,158,119,0.12,0.06,0.09,0.16,0.09,0.04,0.05,0.07,satan,2
6.02,udp,finger,SF,2267,3662,0,0,0,2,0,1,1,0,0,0,2,0,1,0,0,1,511,455,0.16,0.27,0.03,0.25,0.86,0.12,0.07,126,17,0.92,0.12,0.03,0.58,0.03,0.1,0.06,0.02,normal,0
1.1,icmp,imap,S0,3234,2795,0,0,0,10,0,1,0,0,0,0,2,0,2,0,0,0,154,212,0.28,0.08,0.0,0.03,0.69,0.03,0.16,202,220,0.99,0.07,0.01,0.02,0.01,0.01,0.07,0.14,normal,0
0.17,tcp,telnet,RSTO,5897,1266,0,0,0,11,0,1,2,0,0,0,2,0,1,0,0,0,501,342,0.06,0.14,0.23,0.05,0.81,0.03,0.15,123,6,0.92,0.15,0.25,0.02,0.23,0.01,0.0,0.17,normal,0
1.24,tcp,smtp,SF,136,81,0,0,0,2,0,0,9,0,0,0,1,0,3,0,0,0,45,353,0.3,0.45,0.01,0.12,0.14,0.01,0.02,107,148,0.18,0.02,0.02,0.0,0.76,0.86,0.21,0.01,smurf,1
0.04,tcp,private,SF,797,73,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,359,457,0.11,0.16,0.04,0.07,0.61,0.05,0.04,115,11,0.57,0.03,0.09,0.1,0.07,0.01,0.07,0.07,satan,2
0.38,udp,dns,S1,78,11,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,260,163,0.01,0.36,0.29,0.0,0.66,0.02,0.18,230,78,0.68,0.01,0.07,0.09,0.05,0.08,0.06,0.04,guess_passwd,3
4.76,tcp,imap,S0,2246,228,1,0,0,19,0,1,0,0,0,0,1,0,1,0,0,0,189,237,0.05,0.05,0.0,0.15,0.94,0.01,0.06,90,251,0.99,0.03,0.2,0.31,0.05,0.03,0.11,0.22,normal,0
1.74,tcp,pop3,SF,474,7438,0,0,0,15,0,1,0,0,0,0,0,0,4,0,0,1,479,218,0.21,0.24,0.43,0.1,0.84,0.01,0.17,77,32,0.98,0.06,0.46,0.13,0.19,0.06,0.08,0.1,normal,0
0.83,tcp,ssh,SF,8500,3094,0,0,0,9,0,1,1,0,0,0,1,0,0,0,0,0,52,252,0.23,0.09,0.02,0.09,0.8,0.01,0.04,31,163,0.97,0.07,0.24,0.23,0.07,0.04,0.01,0.12,normal,0
0.82,udp,ftp,SF,568,5659,0,0,0,7,0,1,1,0,0,0,0,0,1,0,0,0,34,389,0.05,0.02,0.17,0.07,0.96,0.23,0.25,142,246,0.98,0.05,0.05,0.09,0.03,0.16,0.03,0.19,normal,0
0.21,tcp,smtp,SF,1500,26,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,24,374,0.08,0.09,0.06,0.13,0.99,0.03,0.08,59,163,0.38,0.13,0.01,0.07,0.1,0.12,0.14,0.17,nmap,2
0.51,tcp,ftp,SF,9457,3010,0,0,0,7,0,1,2,0,0,0,0,0,4,0,0,0,218,225,0.06,0.02,0.08,0.2,0.79,0.1,0.16,14,224,0.93,0.11,0.08,0.09,0.4,0.13,0.05,0.04,normal,0
3.06,tcp,finger,SF,9204,1049,0,0,0,2,0,1,2,0,0,0,1,0,1,0,0,0,275,272,0.39,0.16,0.1,0.1,0.89,0.33,0.11,1,38,0.94,0.02,0.03,0.14,0.11,0.02,0.18,0.05,normal,0
0.75,tcp,ftp,SF,23745,215,0,0,0,8,0,1,1,0,0,0,0,0,2,0,0,0,155,393,0.03,0.05,0.04,0.31,0.94,0.03,0.17,60,198,0.89,0.24,0.07,0.18,0.16,0.28,0.1,0.02,normal,0
0.06,udp,dns,SF,336,6,0,0,0,1,0,1,2,0,0,0,2,0,4,0,0,0,194,374,0.23,0.01,0.17,0.03,0.2,0.13,0.15,171,113,0.1,0.17,0.14,0.09,0.01,0.18,0.12,0.36,ipsweep,2
0.27,icmp,telnet,SF,1676,4377,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,243,488,0.09,0.05,0.01,0.06,0.89,0.22,0.18,23,46,0.97,0.19,0.05,0.05,0.09,0.36,0.05,0.07,normal,0
0.16,tcp,pop3,SF,502,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,291,28,0.06,0.29,0.0,0.05,0.51,0.22,0.01,157,251,0.92,0.04,0.01,0.13,0.03,0.12,0.01,0.05,satan,2
0.08,tcp,smtp,S0,322,33,0,0,0,4,0,0,9,0,0,0,1,0,3,0,0,0,277,421,0.0,0.13,0.06,0.15,0.54,0.1,0.02,91,117,0.16,0.2,0.02,0.06,0.06,0.13,0.02,0.06,portsweep,2
0.07,udp,http,SF,229,81,0,0,0,4,0,1,7,0,0,0,0,0,3,0,0,0,78,27,0.2,0.06,0.13,0.02,0.08,0.03,0.02,135,132,0.37,0.17,0.02,0.05,0.08,0.03,0.03,0.04,satan,2
0.52,udp,ssh,SF,385,7,0,0,0,3,0,0,2,0,0,0,1,0,1,0,0,0,320,36,0.08,0.14,0.03,0.09,0.67,0.0,0.03,175,155,0.58,0.04,0.04,0.19,0.03,0.16,0.09,0.2,ipsweep,2
0.42,udp,domain_u,REJ,595,8,0,0,0,4,0,1,8,0,0,0,1,0,0,0,0,0,262,359,0.37,0.96,0.05,0.12,0.22,0.02,0.11,232,38,0.54,0.04,0.1,0.01,0.48,0.82,0.03,0.02,neptune,1
2.76,tcp,http,S3,3830,3998,0,0,0,5,0,1,0,0,0,0,1,0,4,0,0,0,215,84,0.07,0.01,0.07,0.18,0.81,0.08,0.1,7,234,0.99,0.16,0.2,0.08,0.09,0.12,0.08,0.0,normal,0
0.36,tcp,auth,SF,98,292,0,0,0,4,0,0,5,0,0,0,2,0,2,0,0,1,232,451,0.25,0.03,0.16,0.19,0.22,0.11,0.18,174,148,0.45,0.2,0.21,0.03,0.08,0.09,0.02,0.31,satan,2
0.35,tcp,auth,SF,4715,3193,0,0,0,17,0,1,0,0,0,0,0,0,4,0,0,0,207,150,0.04,0.08,0.09,0.04,0.97,0.01,0.0,52,162,0.95,0.24,0.02,0.09,0.02,0.09,0.0,0.04,normal,0
3.29,tcp,smtp,RSTO,2887,5376,0,0,0,12,0,1,2,0,0,0,1,0,3,0,0,0,172,170,0.21,0.1,0.06,0.01,0.81,0.03,0.13,149,153,1.0,0.1,0.08,0.15,0.04,0.16,0.2,0.24,normal,0
0.35,tcp,ssh,REJ,396,5,0,0,0,3,0,1,8,0,0,0,2,0,0,0,0,0,54,200,0.33,0.85,0.04,0.04,0.19,0.03,0.09,103,111,0.7,0.0,0.24,0.1,0.14,0.4,0.09,0.09,neptune,1
0.3,tcp,domain_u,SF,1284,25,0,0,0,2,0,0,8,0,0,0,0,0,3,0,0,0,282,456,0.49,0.07,0.26,0.12,0.8,0.13,0.09,35,210,0.44,0.09,0.03,0.02,0.5,0.21,0.09,0.28,teardrop,1
0.38,tcp,ftp,S0,1953,18,0,0,0,2,0,1,7,0,0,0,2,0,0,0,0,0,418,212,0.26,0.83,0.05,0.16,0.38,0.1,0.11,207,206,0.77,0.11,0.08,0.09,0.24,0.46,0.08,0.09,teardrop,1
0.07,icmp,private,S0,310,9,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,177,438,0.83,0.49,0.07,0.09,0.01,0.26,0.19,86,160,0.41,0.02,0.05,0.08,0.09,0.32,0.04,0.18,smurf,1
3.2,tcp,auth,SF,4243,6610,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,143,295,0.17,0.07,0.02,0.33,0.7,0.11,0.2,92,46,0.81,0.01,0.12,0.11,0.1,0.15,0.07,0.02,normal,0
0.03,tcp,ftp,SF,690,66,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,29,418,0.01,0.38,0.07,0.02,0.84,0.01,0.15,238,167,0.35,0.2,0.05,0.08,0.05,0.06,0.09,0.22,satan,2
0.23,udp,private,SF,47,132,0,0,0,2,0,1,8,0,0,0,2,0,4,0,0,0,333,272,0.22,0.52,0.01,0.05,0.61,0.27,0.01,192,111,0.06,0.09,0.17,0.02,0.21,0.03,0.08,0.09,neptune,1
0.88,tcp,domain_u,S0,10762,46,0,0,0,14,0,1,1,0,0,0,2,0,3,0,0,0,25,213,0.08,0.11,0.32,0.08,0.9,0.02,0.12,249,132,0.99,0.18,0.02,0.05,0.2,0.08,0.01,0.08,normal,0
0.53,tcp,ssh,SF,5360,5967,0,0,0,15,0,1,1,0,0,0,2,0,4,0,0,0,94,7,0.02,0.15,0.11,0.04,0.81,0.08,0.14,42,60,0.95,0.19,0.01,0.15,0.14,0.39,0.05,0.1,normal,0
5.16,icmp,dns,SF,363,163,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,417,308,0.11,0.08,0.12,0.0,0.98,0.09,0.13,167,245,0.98,0.0,0.02,0.0,0.0,0.02,0.19,0.06,normal,0
0.46,tcp,pop3,SF,838,30,0,0,0,4,0,0,2,0,0,0,1,0,3,0,0,1,457,329,0.57,0.76,0.02,0.02,0.04,0.09,0.22,90,119,0.33,0.14,0.08,0.01,0.36,0.25,0.47,0.02,teardrop,1
0.19,udp,pop3,SF,241,6,0,0,0,2,0,0,2,0,0,0,1,0,2,0,0,0,147,127,0.03,0.13,0.09,0.01,0.31,0.17,0.24,221,50,0.28,0.03,0.09,0.01,0.04,0.11,0.2,0.01,ftp_write,3
0.95,tcp,private,SF,1177,2323,0,0,0,9,0,1,0,0,0,0,1,0,1,0,0,0,478,215,0.09,0.02,0.05,0.0,0.98,0.02,0.25,75,87,0.95,0.15,0.07,0.04,0.08,0.16,0.04,0.21,normal,0
0.11,tcp,domain_u,SF,835,101,0,0,0,2,0,0,1,0,0,0,2,0,3,0,0,0,258,149,0.39,0.13,0.15,0.07,0.46,0.04,0.02,110,155,0.9,0.0,0.11,0.06,0.1,0.88,0.06,0.12,neptune,1
0.22,tcp,http,SF,75,85,0,0,0,0,0,0,8,0,0,0,1,0,4,0,0,0,205,363,0.64,0.92,0.04,0.08,0.67,0.21,0.23,60,148,0.79,0.07,0.02,0.01,0.09,0.38,0.02,0.22,neptune,1
1.03,tcp,telnet,SF,131,149,0,0,0,1,0,1,2,0,0,0,1,0,4,0,0,0,446,327,0.99,0.11,0.19,0.14,0.33,0.26,0.09,151,80,0.01,0.01,0.08,0.31,0.24,0.83,0.02,0.03,smurf,1
1.43,icmp,imap,S0,15024,2107,0,0,0,18,0,1,1,0,0,0,0,0,2,0,0,0,239,486,0.01,0.1,0.08,0.17,0.91,0.2,0.01,188,136,0.98,0.28,0.01,0.12,0.17,0.09,0.08,0.03,normal,0
0.46,tcp,smtp,SF,469,70,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,385,40,0.2,0.01,0.09,0.05,0.75,0.26,0.15,161,17,0.21,0.04,0.15,0.14,0.19,0.01,0.06,0.37,ipsweep,2
0.01,tcp,domain_u,SF,133,51,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,338,20,0.0,0.11,0.04,0.01,0.42,0.2,0.05,172,202,0.29,0.13,0.25,0.01,0.23,0.1,0.09,0.09,portsweep,2
2.31,udp,smtp,SF,2631,3301,0,0,0,14,0,1,0,0,0,0,2,0,0,0,0,0,234,85,0.07,0.06,0.12,0.12,0.99,0.06,0.06,236,44,0.93,0.24,0.05,0.17,0.16,0.04,0.06,0.01,normal,0
0.15,tcp,private,SF,687,178,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,173,113,0.67,1.0,0.06,0.08,0.82,0.16,0.03,254,34,0.57,0.16,0.14,0.04,0.73,0.03,0.19,0.02,neptune,1
4.2,udp,domain_u,SF,8865,1449,0,0,0,15,0,1,1,0,0,0,1,0,1,0,0,0,154,267,0.03,0.57,0.1,0.3,0.91,0.08,0.01,141,93,0.88,0.01,0.12,0.06,0.07,0.03,0.3,0.48,normal,0
0.03,icmp,dns,SF,253,64,0,0,0,2,0,0,9,0,0,0,2,0,3,0,0,1,132,15,0.66,0.48,0.07,0.02,0.34,0.06,0.08,62,221,0.18,0.14,0.03,0.03,0.95,0.49,0.02,0.04,smurf,1
0.04,udp,pop3,SF,7509,536,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,100,305,0.0,0.07,0.13,0.02,0.61,0.1,0.29,111,151,0.82,0.0,0.22,0.17,0.04,0.09,0.1,0.08,normal,0
0.22,tcp,pop3,SF,309,22,0,0,0,4,0,1,5,0,0,0,1,0,2,0,0,0,109,145,0.1,0.01,0.01,0.63,0.8,0.04,0.24,240,102,0.66,0.01,0.2,0.0,0.09,0.59,0.05,0.05,neptune,1
0.31,tcp,private,SH,899,258,0,0,0,3,0,1,3,0,0,0,2,0,4,0,0,0,192,500,0.03,0.03,0.08,0.02,0.77,0.02,0.09,145,190,0.61,0.05,0.01,0.04,0.21,0.04,0.12,0.18,guess_passwd,3
0.24,tcp,http,SF,801,5,0,0,0,2,0,1,9,0,0,0,2,0,4,0,0,0,125,104,0.06,0.16,0.0,0.14,0.11,0.0,0.16,17,40,0.38,0.08,0.01,0.03,0.36,0.12,0.0,0.0,satan,2
0.59,udp,ftp,S0,58,136,0,0,0,3,0,0,6,0,0,0,2,0,4,0,0,0,180,81,0.01,0.01,0.1,0.04,0.52,0.19,0.03,102,62,0.84,0.11,0.2,0.08,0.28,0.13,0.13,0.08,satan,2
